HOUSEID,VEHID,DRVRCNT,HHFAMINC,HHSIZE,HHVEHCNT,NUMADLT,HYBRID,URBAN,URBANSIZE,URBRUR,VEHCOMM,VEHOWNMO,VEHYEAR,WRKCOUNT,VEHAGE,HOMEOWN,HOMETYPE,LIF_CYC,ANNMILES,FUELTYPE,GSYRGAL,GSTOTCST,VEHTYPE
58457267,1,2,6,2,1,2,2,1,3,1,2,48,2005,1,4,1,3,02,5500,4,218,668,1
58483613,1,3,18,3,3,2,1,2,6,1,1,8,2007,1,2,1,1,08,37500,4,632,1916,1
58492455,3,3,8,5,3,4,2,4,6,2,2,60,2003,0,6,1,1,06,12000,4,717,2197,3
58515523,2,2,5,2,2,2,2,1,1,1,2,12,2002,2,7,1,1,10,7000,4,304,892,4
58516678,1,2,16,2,2,2,2,4,6,2,2,5,2008,0,1,1,1,10,7200,4,157,480,3
58535343,1,2,18,2,3,2,2,1,4,1,2,24,2006,2,3,1,1,02,25000,4,971,2853,3
58554072,2,3,17,6,3,3,2,4,6,2,2,30,2006,3,3,1,1,04,30000,4,1283,3889,2
58556151,1,1,10,1,1,1,2,1,4,1,2,84,2002,1,7,1,1,01,5000,4,635,1868,1
58570719,1,1,12,1,1,1,2,1,4,1,2,36,2004,1,5,1,1,09,12500,4,741,2333,3
58586000,2,2,18,2,3,2,2,1,1,1,2,60,2004,1,5,1,1,02,7000,4,690,2090,1
58628610,1,2,17,5,2,2,2,4,6,2,2,12,2007,2,2,1,1,04,28000,4,2322,6938,3
58628889,1,2,17,2,3,2,2,1,1,1,2,36,2004,1,5,1,1,10,10000,4,148,453,4
58678521,1,2,12,2,1,2,2,1,2,1,2,24,2007,0,2,1,2,10,12000,4,612,1873,3
58681437,1,1,17,4,1,2,2,4,6,2,2,13,2008,1,1,2,3,06,12800,4,496,1640,3
58685499,2,2,18,4,3,2,2,4,6,2,2,48,2004,1,5,1,1,04,14000,4,708,2055,3
58696691,2,2,17,2,2,2,2,1,4,1,2,36,2006,0,3,1,1,10,10000,4,473,1491,3
58741733,1,3,14,3,3,3,2,1,4,1,2,24,2006,3,3,1,1,02,15000,4,831,2519,3
58767872,3,3,16,3,3,3,2,1,5,1,1,60,2003,3,6,1,1,02,30000,4,1200,3971,4
58787393,2,2,10,2,4,2,2,4,6,2,2,7,2004,2,5,1,1,02,8571.428571,4,833,2523,3
58789191,1,1,5,1,1,1,2,1,1,1,2,17,2006,0,3,1,1,09,8000,4,181,532,1
58795398,1,2,18,2,2,2,2,4,6,2,2,48,2004,1,5,1,1,10,10000,4,414,1302,3
58811177,1,2,13,2,2,2,2,1,2,1,2,12,2008,1,1,2,2,02,11000,4,1398,4109,3
58851977,1,3,12,3,2,3,2,1,4,1,2,60,2003,0,6,1,2,10,100,4,210,635,3
58864052,2,2,12,2,2,2,2,1,4,1,2,36,2005,0,4,1,1,10,16000,4,473,1444,1
58864285,1,2,8,2,1,2,2,1,5,1,2,60,2003,0,6,1,3,10,10000,4,414,1268,1
58924693,1,3,16,3,3,2,2,4,6,2,2,18,2005,2,4,1,1,06,22000,4,1920,5697,3
58926307,1,3,18,3,3,3,2,1,2,1,2,24,2006,2,3,1,1,10,19000,4,576,1841,3
58930461,2,2,16,2,3,2,2,4,6,2,2,36,2006,0,3,1,1,10,8000,4,317,970,1
58979581,1,2,17,4,2,2,2,1,2,1,2,48,2004,1,5,1,1,04,12000,4,507,1675,2
58989151,3,5,6,5,6,5,2,1,4,1,2,12,2007,4,2,1,1,08,18000,4,639,1856,1
58992218,1,2,18,2,4,2,2,4,6,2,2,12,2007,1,2,1,1,02,7000,4,260,832,1
58992544,1,1,17,1,2,1,2,2,6,1,2,36,2003,1,6,1,1,01,6000,4,394,1144,1
59009298,3,2,17,2,3,2,2,4,6,2,2,72,2002,2,7,2,1,02,13000,4,1020,3089,4
59021094,2,2,18,4,2,2,2,4,6,2,2,48,2003,2,6,1,1,06,16000,4,377,1141,3
59040200,1,2,18,5,3,2,2,1,5,1,2,5,2008,2,1,1,1,04,13920,4,822,2719,1
59059837,2,2,18,2,3,2,2,3,6,1,2,48,2004,2,5,1,1,02,8000,4,687,2103,4
59099815,1,2,6,3,2,2,2,4,6,2,2,7,2008,1,1,1,1,06,5982.857143,4,363,1109,3
59117867,1,1,10,1,1,1,2,1,1,1,2,48,2003,0,6,1,1,09,1200,4,220,647,1
59161543,1,1,5,1,1,1,2,4,6,2,2,60,2003,0,6,1,1,09,2500,4,170,521,1
59161628,1,1,3,1,1,1,2,1,4,1,2,60,2004,1,5,1,1,01,6335,4,74,244,1
59193012,1,3,5,4,2,3,2,4,6,2,2,7,2006,0,3,1,1,04,15428.57143,4,625,1913,1
59224224,1,4,18,4,3,3,2,4,6,2,2,24,2006,3,3,1,1,06,12000,4,371,1123,3
59231482,1,2,4,2,1,2,2,1,3,1,2,72,2002,0,7,1,1,10,4000,4,6,18,1
59231923,1,2,18,2,5,2,2,4,6,2,1,6,2008,2,1,1,1,02,11000,4,1004,2915,4
59290443,2,2,18,4,3,2,2,1,2,1,2,60,2002,1,7,1,1,04,12000,4,308,933,1
59297077,2,2,18,2,2,2,2,4,6,2,2,60,2003,1,6,1,1,10,10000,4,419,1267,4
59301004,2,2,18,5,3,2,2,1,4,1,2,48,2004,2,5,1,1,06,17000,4,677,2238,1
59329071,3,3,18,4,4,3,2,1,4,1,2,36,2005,2,4,1,2,06,12500,4,270,891,1
59340106,2,2,18,3,2,2,2,4,6,2,2,6,2008,2,1,1,1,08,16000,4,570,1824,3
59389310,1,2,17,2,1,2,2,4,6,2,2,9,2008,0,1,1,1,10,5228,4,1316,3820,1
59400402,1,3,18,4,4,3,2,1,1,1,2,18,2006,3,3,1,1,06,20000,4,739,2240,1
59426372,2,4,18,4,5,2,2,1,1,1,2,24,2005,1,4,1,1,06,2500,4,473,1434,1
59426372,5,4,18,4,5,2,2,1,1,1,1,36,2006,1,3,1,1,06,14000,4,308,933,1
59462295,1,1,6,1,1,1,2,1,1,1,2,48,2003,0,6,1,1,09,6000,4,486,1472,2
59524867,1,3,4,5,2,5,2,1,2,1,2,3,2005,2,4,1,1,08,24000,4,1127,3271,2
59528810,2,2,18,3,4,3,2,1,1,1,2,24,2004,2,5,1,1,10,5000,4,631,1973,3
59578682,1,4,16,4,6,4,2,4,6,2,2,12,2006,3,3,1,1,02,500,4,561,1698,3
59582782,3,2,18,2,4,2,2,1,4,1,2,36,2005,2,4,1,2,02,20000,4,719,2378,4
59607939,1,2,9,4,2,2,2,2,6,1,2,18,2007,2,2,1,1,04,15000,4,757,2195,3
59648718,1,2,18,2,2,2,2,1,3,1,2,48,2005,2,4,1,1,02,9000,4,692,2052,3
59650298,1,1,16,1,1,1,2,1,2,1,2,48,2004,1,5,1,1,01,10000,4,426,1289,4
59679945,2,3,18,5,3,3,2,4,6,2,2,7,2003,3,6,1,1,06,2571.428571,4,489,1496,3
59687388,1,2,10,2,2,2,2,2,6,1,2,12,2007,0,2,1,1,10,20000,4,141,427,1
59707183,3,3,18,3,3,3,2,1,2,1,2,12,2008,3,1,1,1,02,33000,4,1260,3819,1
59732783,1,1,5,1,1,1,2,1,4,1,2,48,2005,0,4,1,3,09,8000,4,459,1405,1
59756060,1,2,16,2,2,2,2,4,6,2,2,24,2007,2,2,2,1,02,20000,4,689,2025,1
59810654,2,3,6,4,4,3,2,4,6,2,2,72,2004,2,5,1,1,06,14000,4,784,2374,4
59831284,1,1,10,2,1,2,2,1,2,1,2,8,2007,2,2,1,1,02,12000,4,212,622,1
59840811,2,2,12,2,3,2,2,1,1,1,2,24,2006,2,3,1,1,02,7500,4,209,633,1
59851077,2,2,18,3,3,2,2,1,4,1,2,60,2003,2,6,1,3,04,5000,4,135,447,1
59866110,2,2,14,4,3,2,2,2,6,1,2,24,2007,2,2,1,1,06,5000,4,407,1303,1
59866307,2,2,18,3,2,2,2,1,2,1,2,60,2003,2,6,1,2,04,4000,4,691,2118,3
59903677,1,1,7,1,1,1,2,1,4,1,2,4,2009,0,1,2,3,09,9615,4,312,906,1
59913386,1,2,16,2,2,2,1,1,2,1,2,12,2007,0,2,1,1,10,10000,4,272,824,1
59917843,1,2,16,2,2,2,2,1,4,1,2,12,2007,1,2,1,1,02,1000,4,451,1310,1
59919566,1,1,6,1,1,1,2,1,2,1,2,72,2002,0,7,1,1,01,12000,4,291,932,3
59921822,1,2,16,4,3,2,2,4,6,2,2,12,2008,1,1,1,1,06,18000,4,620,1812,1
59926023,1,2,12,2,2,2,2,1,4,1,2,22,2007,0,2,1,1,10,5000,4,458,1387,1
59932770,2,2,18,2,4,2,2,4,6,2,2,24,2007,2,2,1,1,02,24000,4,709,2235,1
59981675,2,2,16,2,2,2,2,4,6,2,2,36,2005,1,4,1,1,10,7000,4,270,864,3
59993436,1,2,18,4,3,2,2,1,4,1,2,48,2004,2,5,1,1,06,12000,4,1093,3347,3
60003117,1,3,18,3,3,2,2,1,1,1,2,3,2009,2,1,1,1,06,33724,4,755,2218,1
60021317,2,2,18,4,3,2,2,1,4,1,2,48,2004,2,5,1,1,06,8000,4,510,1684,3
60023834,1,1,18,1,1,1,2,4,6,2,2,36,2006,0,3,1,1,09,17500,4,509,1557,4
60055862,2,2,13,4,3,2,2,4,6,2,2,48,2003,2,6,1,1,04,5000,4,488,1476,4
60062682,2,2,17,2,4,2,2,4,6,2,2,18,2007,2,2,1,1,02,14000,4,420,1236,3
60081683,1,2,18,4,2,3,2,1,5,1,2,36,2005,4,4,1,3,08,15000,4,879,2812,3
60097880,2,2,6,2,2,2,2,2,6,1,2,60,2003,0,6,1,1,10,9000,4,484,1404,3
60115793,2,2,18,2,4,2,2,4,6,2,2,36,2005,1,4,1,1,10,15000,4,370,1184,3
60134703,1,2,18,5,2,2,2,1,1,1,2,5,2008,1,1,1,1,04,22320,4,622,1884,2
60159827,1,2,17,4,2,2,2,4,6,2,2,48,2005,2,4,1,1,04,15000,4,1394,4222,4
60194604,2,2,10,3,2,2,2,1,2,1,2,72,2002,1,7,1,1,08,10000,4,930,2849,2
60196989,1,2,8,2,3,2,2,1,1,1,2,36,2006,1,3,1,1,10,8000,4,277,827,1
60201445,2,2,18,2,2,2,2,1,4,1,2,30,2005,0,4,1,1,10,7500,4,615,1938,3
60210894,2,2,14,4,3,2,2,1,5,1,2,24,2006,2,3,1,1,04,9000,4,495,1638,2
60270003,1,2,18,2,2,2,2,1,1,1,2,30,2006,0,3,1,1,10,18000,4,672,1966,1
60278670,1,3,10,4,4,3,2,4,6,2,2,30,2004,2,5,1,4,06,25000,4,833,2470,1
60286255,1,2,18,2,2,2,2,2,6,1,2,16,2008,0,1,1,1,10,7500,4,856,2593,3
60303022,1,1,7,2,9,2,2,4,6,2,1,9,2002,2,7,1,4,02,200000,1,23529,83312,5
60327484,1,2,15,3,3,2,2,4,6,2,2,7,2007,2,2,1,1,04,34285.71429,4,1309,3967,3
60351751,1,2,10,2,2,2,2,4,6,2,2,36,2005,2,4,1,1,10,11000,4,184,555,1
60385448,1,2,10,2,5,2,2,1,1,1,2,36,2005,0,4,1,1,10,10000,4,212,700,1
60409746,1,1,6,1,1,1,2,1,2,1,2,24,2006,0,3,1,3,09,3000,4,160,512,1
60459200,1,2,17,2,2,2,2,4,6,2,2,3,2008,0,1,1,1,10,8000,4,386,1235,2
60460121,2,2,18,2,3,2,2,1,4,1,2,8,2008,1,1,1,1,02,43500,4,1597,5286,3
60465407,1,2,18,2,2,2,2,1,4,1,2,14,2007,2,2,1,1,02,8000,4,142,447,1
60484864,1,2,18,2,3,2,2,1,4,1,2,11,2007,2,2,1,1,02,2181.818182,4,124,364,1
60509918,1,2,17,4,2,2,2,1,4,1,2,24,2006,1,3,1,1,04,15000,4,437,1446,2
60513915,1,2,12,2,2,2,2,1,2,1,2,12,2005,0,4,1,1,02,7500,4,512,1551,3
60520753,1,1,16,2,2,2,2,1,5,1,2,0.5,2008,0,1,1,1,10,7200,4,696,2304,3
60536585,4,4,15,4,5,4,2,4,6,2,2,24,2002,4,7,1,1,08,12000,4,914,2671,4
60539278,1,1,15,2,2,2,2,1,5,1,2,30,2006,1,3,1,1,02,26000,4,1118,3425,3
60570909,1,1,5,1,1,1,2,4,6,2,2,60,2004,0,5,1,1,09,12000,4,1151,3598,4
60632852,2,2,18,2,2,2,2,4,6,2,2,3,2008,2,1,1,1,02,2000,4,1612,4738,1
60650584,1,2,18,2,2,2,2,1,5,1,2,6,2008,0,1,1,1,10,1900,4,48,158,1
60659569,1,2,14,2,2,2,2,4,6,2,2,7,2008,0,1,1,1,10,27456,4,955,2867,1
60670724,1,2,18,2,3,2,2,1,5,1,2,36,2005,2,4,1,1,02,22000,4,720,2383,1
60679240,1,1,8,1,1,1,1,4,6,2,2,36,2006,0,3,1,1,09,12000,4,613,1778,1
60688411,2,2,15,4,2,4,2,4,6,2,2,60,2003,2,6,1,1,10,20000,4,547,1587,3
60695820,1,2,16,2,2,2,2,4,6,2,2,36,2005,2,4,1,1,02,12000,4,505,1530,3
60714758,1,2,10,3,2,3,2,1,4,1,2,72,2002,1,7,1,1,10,20000,4,1304,4314,3
60776242,2,2,4,2,2,2,2,1,1,1,2,27,2004,2,5,1,1,02,15000,4,306,927,1
60783268,1,2,18,2,2,2,2,1,3,1,2,36,2005,1,4,1,1,10,10000,4,246,785,1
60784760,1,2,17,4,2,2,2,1,1,1,2,24,2004,2,5,1,1,06,13000,4,1006,2984,4
60792158,1,3,18,5,4,4,2,1,2,1,1,9,2007,4,2,1,2,06,6666.666667,4,294,973,1
60808714,1,1,6,1,1,1,2,1,1,1,2,84,2002,0,7,1,1,09,2500,4,40,118,1
60817127,2,2,18,3,2,2,2,1,3,1,2,12,2003,2,6,1,1,06,60000,4,2118,6777,3
60826491,1,2,16,6,3,2,2,1,1,1,2,12,2007,1,2,1,2,04,18000,4,688,2187,2
60831468,2,2,18,5,2,2,2,1,3,1,2,8,2003,2,6,1,1,06,7500,4,202,593,1
60839277,2,2,8,3,3,2,2,2,6,1,2,24,2006,2,3,1,1,06,9000,4,315,1042,1
60872788,2,2,10,2,2,2,2,1,4,1,2,84,2003,1,6,1,1,02,13000,4,326,986,4
60880747,1,2,5,2,2,2,2,4,6,2,2,24,2007,0,2,1,1,10,2500,4,235,712,1
60887700,2,2,10,2,2,2,2,1,5,1,2,60,2004,1,5,1,2,10,4000,4,351,1073,3
60918819,1,3,13,4,1,2,2,4,6,2,2,24,2002,2,7,1,1,06,22000,4,796,2395,2
60939430,1,2,14,2,3,2,2,4,6,2,2,36,2005,2,4,1,1,02,2500,4,236,698,4
60943389,1,1,5,1,1,1,2,1,1,1,2,36,2004,0,5,1,1,09,3000,4,459,1351,1
60956512,1,1,16,2,1,2,2,1,2,1,2,60,2004,0,5,1,1,10,10000,4,161,487,1
60991652,1,1,8,1,1,1,2,2,6,1,2,48,2002,0,7,1,1,09,10000,4,905,2741,1
60995968,1,2,17,2,2,2,2,1,2,1,2,24,2006,2,3,1,1,02,8000,4,186,596,1
61018396,2,2,12,2,3,2,2,4,6,2,1,2.5,2008,0,1,1,1,10,8529.6,4,175,558,4
61040203,1,2,14,3,2,2,2,1,3,1,2,36,2003,2,6,1,1,06,15000,4,542,1571,3
61045105,2,2,18,2,2,2,2,1,4,1,2,48,2004,1,5,1,1,10,6000,4,316,955,4
61045691,4,3,18,3,4,2,2,1,3,1,2,7,2005,2,4,1,1,08,1714.285714,4,35,101,1
61055373,1,2,10,2,2,2,2,1,2,1,2,48,2004,0,5,1,1,10,10000,4,584,1933,3
61079379,2,2,18,2,2,2,2,1,2,1,1,24,2004,1,5,1,1,10,15000,4,249,753,1
61098941,1,2,14,2,2,2,2,4,6,2,2,36,2003,1,6,1,1,02,10000,4,360,1089,1
61125379,1,2,17,2,2,2,2,4,6,2,2,24,2007,0,2,1,1,10,11000,4,498,1524,1
61166925,2,3,11,5,2,3,2,1,1,1,2,2,2008,2,1,2,4,04,6000,4,612,1777,1
61206782,1,2,17,2,2,2,2,1,1,1,2,30,2006,2,3,1,1,02,8000,4,348,1010,1
61222027,1,2,10,2,4,2,2,4,6,2,2,36,2006,1,3,1,1,02,11000,4,366,1108,1
61224610,1,4,18,4,5,4,2,1,4,1,2,6,2008,4,1,1,1,08,11000,4,845,2453,3
61225260,1,2,12,2,2,2,2,4,6,2,2,18,2002,0,7,1,1,10,15000,4,351,1104,3
61238617,2,2,5,3,2,3,2,4,6,2,2,36,2005,2,4,1,1,02,15000,4,959,3174,1
61247589,1,2,14,3,2,2,2,1,4,1,2,48,2004,2,5,1,2,04,14000,4,533,1764,3
61261503,2,2,18,2,2,2,2,1,4,1,2,72,2003,1,6,1,1,02,23000,4,496,1440,2
61273216,1,2,18,3,2,2,2,1,1,1,2,5,2009,2,1,1,1,04,8400,4,316,1045,1
61289776,3,5,14,5,4,5,2,1,4,1,2,24,2007,4,2,1,1,08,8000,4,437,1446,4
61290736,1,1,11,3,2,2,2,1,4,1,2,72,2003,1,6,1,1,05,10000,4,490,1483,1
61301454,1,2,6,2,2,2,2,2,6,1,2,36,2005,2,4,1,4,10,10000,4,636,1947,2
61351271,1,1,17,1,1,1,2,1,4,1,2,60,2003,1,6,1,1,01,12000,4,1742,5059,1
61365344,1,2,18,2,3,2,2,2,6,1,2,24,2006,2,3,1,1,02,14000,4,365,1105,1
61475793,1,2,18,2,3,2,2,1,5,1,2,72,2002,2,7,2,3,02,10000,4,557,1843,4
61500332,2,3,18,3,3,2,1,4,6,2,2,36,2005,1,4,1,1,08,30000,4,1648,5048,4
61524271,3,4,17,4,4,4,2,1,5,1,2,96,2004,1,5,1,1,02,2500,4,80,247,1
61532164,1,4,18,6,3,3,2,1,2,1,2,20,2006,1,3,1,1,06,35000,4,958,2901,1
61534083,2,2,10,2,2,2,2,1,4,1,2,18,2004,2,5,1,1,02,10000,4,199,657,1
61543601,1,2,6,2,1,2,2,4,6,2,2,72,2002,0,7,1,1,10,4000,4,1907,5606,3
61564400,1,2,16,4,3,2,2,1,1,1,2,15,2004,2,5,1,1,06,7500,4,424,1283,1
61578210,1,2,12,2,2,2,2,1,1,1,2,24,2006,0,3,1,1,02,6000,4,480,1537,3
61634666,1,1,5,1,1,1,2,2,6,1,2,12,2008,0,1,1,1,09,5402,4,501,1535,1
61645363,2,2,18,5,3,2,2,1,2,1,2,12,2006,2,3,1,1,04,12000,4,861,2610,2
61663237,1,1,10,1,2,1,2,1,5,1,2,36,2005,0,4,1,1,09,5000,4,53,161,3
61676965,1,2,8,2,2,2,2,2,6,1,2,120,2002,2,7,1,1,02,2000,4,229,692,3
61683990,1,2,8,2,3,2,2,4,6,2,2,48,2005,2,4,1,1,02,10000,4,346,1145,1
61692385,1,2,12,2,3,2,2,4,6,2,2,24,2004,1,5,1,1,10,20000,4,1132,3428,4
61693869,3,3,17,3,3,3,2,1,4,1,2,18,2007,3,2,1,1,10,26000,4,702,2063,3
61716076,1,2,17,2,2,2,2,4,6,2,2,24,2006,0,3,1,1,10,15000,4,1004,3067,3
61745870,1,2,4,2,1,2,2,1,1,1,2,12,2007,0,2,2,2,10,2991,4,126,367,1
61776137,3,2,17,5,3,2,2,1,4,1,2,24,2004,1,5,1,1,04,3000,4,477,1500,4
61792931,1,1,6,2,1,2,2,1,1,1,2,24,2006,0,3,2,3,10,1000,4,186,559,1
61817861,3,2,18,5,3,2,2,4,6,2,2,60,2003,1,6,1,1,04,5000,4,432,1308,4
61828504,1,2,6,2,2,2,2,4,6,2,2,14,2008,0,1,1,4,10,7000,4,220,665,1
61866300,1,2,17,3,2,2,2,4,6,2,1,36,2005,2,4,1,1,04,18000,4,882,2821,3
61874640,3,3,13,4,3,2,2,4,6,2,2,84,2002,3,7,1,1,06,12000,4,526,1537,1
61887725,1,2,16,2,2,2,2,1,3,1,2,60,2003,0,6,1,1,10,4000,4,183,559,1
61890220,2,2,17,2,2,2,2,1,1,1,2,36,2004,2,5,1,2,10,12000,4,607,1762,1
61895841,1,2,10,3,3,2,2,4,6,2,2,48,2004,1,5,1,1,06,5950,4,204,624,1
61932858,1,1,10,1,1,1,2,2,6,1,1,48,2005,0,4,1,1,09,8000,4,245,809,4
61970672,1,1,3,1,1,1,2,4,6,2,2,60,2002,0,7,1,1,09,2500,4,54,165,1
61977224,1,2,10,2,1,2,1,4,6,2,1,60,2003,0,6,1,1,10,12500,4,944,2859,4
61980493,1,2,5,2,2,2,2,1,2,1,2,24,2002,0,7,1,1,02,4500,4,166,503,1
61990849,1,1,8,1,2,1,2,4,6,2,2,84,2002,0,7,1,1,09,12000,4,967,2928,2
62000361,2,2,18,6,3,3,2,1,4,1,2,24,2004,1,5,1,1,04,6000,4,271,785,2
62007892,1,2,7,2,6,2,2,4,6,2,2,60,2004,2,5,1,1,02,20000,4,496,1457,1
62021124,2,2,18,2,3,2,2,2,6,1,2,12,2006,2,3,1,1,02,1200,1,62,229,1
62058988,2,2,4,3,3,2,2,1,1,1,2,48,2002,1,7,1,1,04,13000,4,569,1672,1
62061483,1,2,17,2,2,2,2,1,1,1,2,24,2002,0,7,1,1,10,8500,4,161,515,1
62110596,2,2,18,2,2,2,2,2,6,1,2,60,2003,2,6,1,1,02,15000,4,570,1824,1
62149934,2,2,12,2,2,2,2,1,1,1,2,60,2003,0,6,1,2,10,15000,4,743,2183,3
62153632,2,2,18,4,3,2,2,1,4,1,2,84,2002,2,7,1,1,04,10000,4,669,2214,3
62173180,1,1,11,1,1,1,2,4,6,2,2,18,2007,0,2,1,1,09,15000,4,726,2198,4
62175380,1,2,15,2,2,2,2,1,1,1,2,18,2006,1,3,1,1,10,23000,4,726,2135,1
62228268,2,2,16,2,2,2,2,2,6,1,2,24,2005,0,4,2,1,10,3000,4,554,1607,1
62244679,1,2,11,2,3,2,1,4,6,2,2,18,2007,1,2,1,1,10,18000,4,214,630,1
62258359,1,2,6,2,3,2,2,4,6,2,2,36,2003,1,6,1,1,10,4000,4,467,1413,4
62262525,2,2,18,2,3,2,2,1,3,1,2,48,2003,2,6,1,1,02,22000,4,1260,4032,3
62262543,1,3,17,4,3,2,2,1,4,1,2,12,2007,2,2,1,1,06,20000,4,655,1900,1
62283874,1,2,17,2,3,2,2,1,1,1,2,6,2003,2,6,1,1,02,8000,4,731,2338,4
62318851,2,2,18,4,3,2,2,1,4,1,2,72,2003,1,6,1,1,06,2500,4,1022,3380,3
62386711,1,1,16,1,2,1,2,2,6,1,2,72,2002,0,7,1,1,09,15000,4,412,1194,1
62387174,1,2,12,2,2,2,2,4,6,2,2,18,2007,1,2,1,1,10,25000,4,804,2418,3
62399195,2,3,15,3,3,2,2,4,6,2,2,60,2003,3,6,1,1,08,5000,4,274,877,1
62506117,1,2,8,2,2,2,2,1,3,1,2,24,2006,1,3,1,1,10,14000,4,269,889,4
62531388,1,2,18,2,3,2,2,2,6,1,2,36,2006,0,3,1,1,10,4000,4,352,1020,1
62574219,1,2,14,2,2,2,2,1,4,1,2,72,2002,2,7,2,3,02,14500,4,367,1155,1
62587929,1,3,17,4,3,2,2,1,1,1,2,48,2003,2,6,1,1,06,10000,4,732,2341,2
62607863,1,2,18,2,3,2,2,2,6,1,2,0.5,2008,2,1,1,1,02,197136,4,3602,10315,4
62608909,1,1,14,3,1,1,2,4,6,2,2,3.5,2007,0,2,1,1,03,121371.4286,4,4370,12691,3
62622905,1,2,14,2,2,2,2,1,4,1,2,36,2005,0,4,1,1,10,4000,4,324,1071,1
62647074,1,2,18,4,3,3,2,1,5,1,2,3,2008,2,1,1,1,06,9200,4,348,1024,1
62687070,1,2,10,4,2,2,2,1,2,1,2,13,2007,1,2,1,1,04,15000,4,435,1318,1
62716747,2,2,14,2,2,2,2,1,1,1,2,72,2003,0,6,1,3,10,3000,4,399,1207,1
62720164,2,3,18,3,3,3,2,4,6,2,2,2,2006,2,3,1,1,02,18000,4,764,2316,1
62721273,2,3,18,4,3,2,2,4,6,2,2,1,2008,2,1,1,1,06,14400,4,617,1974,1
62737229,1,1,4,1,1,1,2,4,6,2,2,12,2002,0,7,1,1,09,2500,4,87,258,1
62760937,1,2,12,2,3,2,2,1,4,1,2,84,2002,2,7,1,1,10,10000,4,847,2566,4
62773674,2,2,18,4,2,2,2,4,6,2,2,48,2005,1,4,1,1,06,7500,4,1199,3633,3
62780636,2,5,17,6,5,4,2,4,6,2,2,60,2003,1,6,1,1,06,5000,4,770,2352,3
62781035,2,2,12,2,2,2,2,2,6,1,2,1,2006,0,3,1,1,10,12000,4,515,1647,1
62831761,2,2,18,2,3,2,2,4,6,2,2,60,2002,1,7,1,1,10,12000,4,857,2596,2
62833943,1,2,8,2,3,2,1,4,6,2,2,36,2006,1,3,1,1,10,30000,4,964,2920,1
62861405,1,2,12,5,2,2,2,4,6,2,2,5,2008,0,1,1,1,06,7680,4,611,1954,3
62868356,1,2,18,4,2,2,2,4,6,2,2,6,2006,2,3,1,1,06,10000,4,767,2323,3
62927235,3,2,11,4,3,2,2,4,6,2,2,48,2004,2,5,1,1,04,20000,4,1230,3727,4
62941464,1,2,10,3,2,2,2,1,4,1,2,12,2004,2,5,2,1,04,15000,4,181,526,1
62957175,2,2,17,2,2,2,1,1,4,1,2,12,2007,2,2,1,1,02,12000,4,633,1861,4
62962160,1,1,3,1,2,1,2,2,6,1,2,48,2004,0,5,1,4,09,6500,4,645,1977,1
62981068,1,2,12,2,2,2,2,1,3,1,2,60,2003,2,6,1,1,02,10000,4,768,2259,4
62987622,1,2,6,2,2,2,2,4,6,2,2,48,2005,1,4,1,1,10,12000,4,995,2909,3
62998187,2,2,10,2,3,2,2,1,2,1,1,72,2002,0,7,1,1,10,1000,4,502,1659,4
63008645,2,2,17,2,2,2,2,4,6,2,2,24,2007,2,2,1,1,02,12000,4,506,1469,1
63042667,2,2,6,2,2,2,2,4,6,2,2,18,2005,0,4,1,1,10,15000,4,434,1312,4
63047121,1,1,8,1,1,1,2,4,6,2,2,12,2007,0,2,2,1,09,12000,1,567,1964,3
63049273,1,2,6,2,1,2,2,1,1,1,2,24,2006,1,3,2,4,02,13000,4,123,372,1
63062003,1,2,7,3,2,3,2,1,1,1,2,12,2007,1,2,1,1,02,6593,4,312,953,1
63071911,1,2,7,4,2,2,2,1,3,1,2,2,2002,1,7,2,3,04,6000,4,1004,3163,3
63073410,1,2,17,2,2,2,2,4,6,2,2,6,2008,1,1,1,2,10,8000,4,412,1248,1
63075610,3,4,18,5,6,3,2,1,2,1,2,48,2004,3,5,1,2,06,3000,1,601,2084,1
63105704,1,1,18,2,1,2,2,1,4,1,2,24,2005,0,4,1,1,10,8000,4,313,907,1
63154449,1,3,7,7,3,3,2,1,2,1,2,6,2007,1,2,2,1,06,14000,4,654,1982,2
63173468,1,2,9,2,1,2,2,1,3,1,2,24,2005,0,4,1,1,10,12000,4,678,2136,1
63181212,2,2,18,2,2,2,2,1,4,1,2,48,2006,0,3,1,1,10,4000,4,253,733,1
63198005,1,1,12,1,1,1,2,1,5,1,2,48,2004,0,5,1,3,09,2000,4,251,804,1
63208061,1,2,4,4,2,2,2,1,1,1,2,36,2005,1,4,1,4,04,12000,4,671,2031,1
63216561,1,2,14,2,2,2,2,1,4,1,2,12,2007,1,2,1,1,10,24691,4,1037,3142,1
63262652,1,1,7,1,1,1,2,1,4,1,2,24,2005,1,4,2,1,01,18000,4,591,1955,1
63287598,2,2,10,2,5,2,2,4,6,2,2,60,2003,1,6,1,1,10,25000,4,1046,3060,1
63290589,1,1,9,1,1,1,2,4,6,2,1,48,2004,1,5,1,2,01,1000,4,156,467,6
63306499,4,2,11,2,6,2,2,4,6,2,2,36,2005,1,4,1,1,02,2500,4,225,680,4
63320310,2,2,17,3,2,2,2,1,2,1,2,3,2005,2,4,1,1,04,600,4,277,866,1
