HOUSEID,VEHID,DRVRCNT,HHFAMINC,HHSIZE,HHVEHCNT,NUMADLT,HYBRID,URBAN,URBANSIZE,URBRUR,VEHCOMM,VEHOWNMO,VEHYEAR,WRKCOUNT,VEHAGE,HOMEOWN,HOMETYPE,LIF_CYC,ANNMILES,FUELTYPE,GSYRGAL,GSTOTCST,VEHTYPE
32357835,1,2,17,2,2,2,2,4,6,2,2,60,2003,0,6,1,1,10,6750,4,506,1618,1
32364365,2,2,14,2,3,2,2,4,6,2,2,24,2008,0,1,1,1,10,5901,4,344,1041,1
32430158,2,2,17,2,2,2,2,1,5,1,2,48,2004,2,5,1,1,02,20000,4,702,2149,3
32479027,1,1,18,1,2,1,2,1,1,1,2,36,2005,0,4,1,1,01,7000,4,162,508,1
32488104,1,2,10,2,2,2,2,2,6,1,2,24,2007,1,2,1,1,10,30000,4,926,2722,1
32526127,1,2,18,2,2,2,2,4,6,2,2,3,2007,0,2,1,1,10,20000,4,686,2100,1
32548026,2,1,8,1,3,1,2,2,6,1,2,36,2005,0,4,1,1,09,2000,4,370,1087,1
32605143,1,2,18,2,2,2,2,1,1,1,2,8,2008,1,1,1,1,02,3769.5,4,296,859,1
32610594,2,2,14,4,2,2,2,1,5,1,2,24,2005,0,4,1,1,04,5000,4,153,504,1
32617360,2,2,18,2,2,2,2,1,5,1,2,84,2002,2,7,1,1,02,4000,4,369,1129,1
32645224,1,1,7,1,1,1,2,1,5,1,2,72,2002,0,7,1,1,09,1000,4,92,304,1
32650282,2,2,7,2,3,2,2,4,6,2,2,36,2005,0,4,1,1,10,5000,4,211,639,1
32664609,1,2,8,2,2,2,2,4,6,2,2,24,2005,2,4,2,1,02,7000,4,537,1579,1
32674493,1,2,18,2,2,2,2,4,6,2,2,5,2008,1,1,1,1,10,5376,4,292,892,1
32718388,1,2,18,3,1,2,2,1,5,1,2,10,2007,0,2,2,2,04,7681.2,4,319,976,2
32725368,1,2,17,4,2,2,2,1,2,1,2,24,2005,2,4,1,1,06,9000,4,705,2157,4
32764107,1,2,4,2,3,2,2,1,1,1,2,2,2005,1,4,1,1,02,12000,4,379,1159,1
32766325,1,2,8,4,2,2,2,1,5,1,2,60,2003,1,6,1,1,06,8000,4,1100,3361,2
32810394,1,2,10,2,2,2,2,4,6,2,2,16,2007,0,2,1,1,10,15000,4,485,1552,1
32838165,1,3,10,3,1,3,2,1,4,1,2,48,2002,1,7,1,1,10,1000,4,467,1543,1
32849358,1,2,17,2,3,2,2,1,1,1,2,48,2004,2,5,1,1,02,7500,4,355,1088,1
32850626,2,3,17,4,4,4,2,4,6,2,2,3,2004,4,5,1,1,08,400,4,218,658,4
32863756,2,2,18,2,3,2,2,1,5,1,2,72,2002,0,7,1,1,10,6000,4,235,777,2
32865769,1,3,17,3,3,3,2,4,6,2,2,48,2004,3,5,1,2,08,10000,4,920,2706,4
32865769,2,3,17,3,3,3,2,4,6,2,2,30,2002,3,7,1,2,08,7000,4,1005,2954,1
32897434,1,1,12,1,2,1,2,4,6,2,2,36,2006,0,3,1,4,01,35000,4,649,1967,1
32900222,1,2,18,4,2,2,2,1,4,1,2,8,2009,1,1,1,1,04,15000,4,534,1766,3
32915589,2,2,6,2,2,2,2,1,4,1,2,36,2002,1,7,1,3,10,7500,4,310,910,2
32950263,1,3,16,5,4,2,2,1,1,1,2,10,2006,2,3,1,1,04,7200,4,804,2362,2
32961009,1,2,12,2,3,2,2,4,6,2,2,3,2008,0,1,1,1,10,20000,4,620,2052,3
32989366,1,3,14,3,4,2,2,2,6,1,2,72,2003,2,6,1,1,08,14000,4,527,1596,3
33011518,1,2,17,2,6,2,2,4,6,2,2,36,2005,2,4,1,1,02,17000,4,1430,4230,3
33055008,2,2,17,2,2,2,2,4,6,2,2,12,2008,0,1,1,1,10,20000,4,648,1963,2
33093617,1,2,18,2,2,2,2,1,3,1,2,48,2002,1,7,1,1,02,25000,4,1058,3204,3
33101718,2,2,14,2,3,2,2,4,6,2,2,48,2004,1,5,1,1,10,5000,4,470,1437,4
33107372,2,1,12,2,2,1,2,1,5,1,2,60,2002,1,7,1,1,05,15000,4,663,2029,3
33125602,1,2,6,2,2,2,2,1,4,1,2,36,2006,1,3,1,3,02,13000,4,404,1337,1
33148124,1,1,6,1,2,1,2,1,1,1,2,2,2008,0,1,1,1,09,24000,4,773,2245,1
33167992,1,2,17,2,2,2,2,1,3,1,2,60,2003,2,6,1,1,02,9000,4,296,870,2
33176163,1,2,16,2,2,2,2,1,2,1,2,60,2002,2,7,1,1,02,8000,4,446,1351,3
33227841,1,2,13,2,2,2,2,1,1,1,2,60,2003,0,6,1,3,10,4300,4,131,386,3
33231969,1,2,16,2,4,2,2,4,6,2,2,2,2005,1,4,1,1,10,3000,4,335,1015,1
33239929,2,2,9,4,3,2,2,1,5,1,2,16,2006,1,3,1,1,06,15000,4,419,1269,1
33257192,2,2,17,4,2,2,2,1,5,1,2,0.333333,2009,2,1,1,1,06,7560,4,516,1579,1
33268170,1,1,5,3,1,1,2,1,4,1,2,5,2009,1,1,2,3,03,12720,4,361,1194,1
33269038,1,1,7,2,2,2,1,1,1,1,2,72,2002,0,7,1,1,10,3000,4,702,2038,4
33274546,1,1,10,1,1,1,2,1,4,1,2,12,2007,0,2,1,1,09,5224,4,239,790,1
33306719,1,3,18,3,3,2,2,2,6,1,2,8,2008,3,1,1,1,08,5619,4,306,926,1
33316316,1,1,4,2,1,1,2,1,4,1,2,48,2004,0,5,2,3,05,12000,4,425,1405,1
33383475,2,3,6,3,2,3,2,1,4,1,2,24,2003,1,6,1,1,10,2500,4,328,1034,1
33395179,1,1,12,1,1,1,2,1,5,1,2,36,2004,1,5,1,3,01,8000,4,218,699,1
33397306,1,2,14,2,4,2,2,4,6,2,2,5,2008,2,1,1,1,02,4560,4,477,1444,3
33397799,1,2,8,2,2,2,2,1,3,1,2,24,2007,0,2,1,1,10,12500,4,692,2054,1
33405948,2,1,7,2,3,2,2,1,1,1,2,84,2002,0,7,1,1,10,5000,4,228,660,2
33406927,1,2,3,2,2,2,2,4,6,2,2,1,2004,1,5,1,4,10,2400,4,31,94,4
33414445,1,2,8,2,2,2,2,1,2,1,2,60,2003,0,6,1,1,10,1000,4,408,1235,1
33423915,1,2,10,2,2,2,1,4,6,2,2,36,2002,1,7,1,1,02,2880,4,228,660,1
33428330,1,2,11,2,2,2,2,1,1,1,2,7,2008,1,1,1,1,10,12000,4,409,1186,3
33438245,3,2,18,4,3,2,2,1,5,1,2,48,2005,2,4,1,1,06,1000,4,179,574,4
33471550,1,3,12,5,4,2,2,1,4,1,2,12,2008,2,1,1,1,06,31000,4,721,2387,1
33480477,2,1,16,4,3,1,2,1,4,1,2,72,2002,1,7,1,1,05,15000,4,468,1475,1
33484569,1,2,18,4,2,2,2,1,4,1,2,48,2005,1,4,1,1,04,7000,1,230,831,1
33493020,3,2,13,2,3,2,2,1,1,1,2,12,2002,2,7,1,1,02,2000,4,212,700,4
33493495,1,2,16,4,3,2,2,2,6,1,2,6,2008,2,1,1,1,06,24000,4,715,2101,1
33526807,1,2,18,3,3,2,2,1,2,1,2,18,2007,1,2,1,1,06,14000,4,448,1298,2
33526807,3,2,18,3,3,2,2,1,2,1,2,24,2007,1,2,1,1,06,25000,4,715,2075,1
33545246,1,2,18,3,2,2,2,1,5,1,2,48,2007,2,2,1,1,06,22000,4,530,1620,3
33552123,1,2,17,2,3,2,2,1,2,1,2,3,2008,2,1,1,1,02,8000,4,422,1224,3
33552598,2,2,14,4,3,2,2,1,4,1,2,72,2003,2,6,1,1,06,3000,4,449,1484,4
33574684,2,2,8,2,2,2,2,4,6,2,2,36,2006,0,3,1,1,02,10000,4,534,1634,1
33588168,1,4,16,5,4,3,2,2,6,1,2,6,2003,4,6,1,1,06,800,4,238,704,3
33607331,1,2,8,3,3,3,2,1,4,1,2,36,2002,2,7,1,1,10,6000,4,612,1842,4
33627209,2,2,8,2,2,2,2,2,6,1,2,24,2007,0,2,1,1,10,10000,4,313,909,1
33675152,1,2,12,2,3,2,2,1,2,1,2,36,2006,0,3,1,1,10,2500,4,276,834,1
33676654,1,4,8,7,3,3,1,1,4,1,2,3,2008,2,1,1,1,06,13532,4,730,2118,2
33716194,1,2,5,3,3,2,2,4,6,2,2,6,2008,2,1,1,1,06,23400,4,539,1596,1
33724993,1,4,17,6,4,3,2,4,6,2,2,10,2008,2,1,1,1,04,12000,4,369,1130,3
33735195,1,3,16,3,3,3,2,1,1,1,2,12,2005,3,4,1,1,02,2500,4,304,894,1
33782500,1,3,9,3,3,3,2,4,6,2,2,24,2004,3,5,2,4,02,12500,4,744,2253,1
33843568,1,2,10,4,2,2,2,4,6,2,2,13,2007,2,2,1,1,04,19000,4,785,2377,3
33851901,1,2,16,2,2,2,2,1,1,1,2,34,2006,2,3,1,1,02,12300,4,267,853,1
33854920,1,2,18,2,2,2,2,1,1,1,2,60,2003,0,6,1,1,10,7500,4,581,1759,1
33872670,2,2,17,2,3,2,2,2,6,1,2,48,2005,2,4,1,1,10,4000,4,424,1248,1
33885223,2,2,15,4,4,2,2,4,6,2,2,18,2003,2,6,1,1,06,18000,4,630,1897,1
33894430,1,3,13,4,3,3,2,1,2,1,2,24,2006,2,3,2,3,06,3700,4,145,477,1
33934297,1,2,9,2,1,2,2,2,6,1,2,60,2003,1,6,1,1,10,5000,4,47,138,1
33937654,2,1,8,1,2,1,2,1,1,1,2,18,2006,1,3,1,1,01,14000,4,983,2977,2
33947514,1,2,18,5,2,2,2,4,6,2,2,36,2006,2,3,1,1,04,36000,4,1609,4730,4
33955667,2,2,14,2,3,2,2,4,6,2,2,24,2004,2,5,1,1,02,12000,4,439,1331,1
33963868,2,2,16,2,3,2,2,1,4,1,2,48,2004,1,5,1,1,10,500,4,127,419,1
33996129,2,2,18,2,3,2,2,1,4,1,2,5,2003,2,6,1,1,02,9600,4,468,1548,1
33996325,1,2,18,2,2,2,2,4,6,2,2,48,2004,1,5,1,1,02,14000,4,999,3147,3
34033094,2,2,13,2,3,2,2,1,1,1,2,48,2002,1,7,1,1,10,4000,4,279,846,4
34041736,1,3,18,3,4,3,1,1,4,1,2,10,2008,1,1,1,1,10,6480,4,187,543,1
34046339,2,2,17,2,2,2,2,1,4,1,2,36,2005,2,4,1,1,02,8500,4,507,1534,1
34060559,1,1,4,1,1,1,2,4,6,2,2,60,2003,0,6,1,4,01,5000,4,79,242,1
34094406,1,2,15,3,2,2,2,1,4,1,2,24,2007,2,2,1,2,04,15000,4,599,1740,1
34104435,2,1,13,1,3,1,2,1,4,1,2,24,2007,0,2,1,1,09,12000,4,343,996,1
34107922,1,2,18,2,2,2,2,1,5,1,2,48,2005,2,4,1,1,02,8000,4,104,316,3
34116924,1,2,18,3,2,2,2,4,6,2,2,12,2007,1,2,1,1,06,10000,4,407,1232,1
34133323,1,1,4,1,1,1,2,1,1,1,2,60,2002,0,7,1,1,09,8300,4,270,816,1
34139183,1,4,6,4,4,3,2,2,6,1,2,84,2005,4,4,1,1,08,7000,4,601,1835,1
34148381,1,2,18,3,2,2,2,1,1,1,2,12,2007,2,2,1,1,06,10700,4,515,1703,2
34177167,2,3,18,3,5,3,2,1,4,1,2,36,2006,3,3,1,1,02,6000,4,188,621,4
34249523,2,2,7,2,2,2,2,1,1,1,2,24,2004,1,5,1,4,10,10000,4,686,2196,2
34268270,2,2,18,2,2,2,2,4,6,2,2,60,2003,2,6,1,1,02,9000,4,484,1548,1
34274440,1,2,2,2,2,2,2,2,6,1,2,2,2009,2,1,1,1,02,3360,4,280,858,1
34306332,4,5,12,5,6,4,2,1,1,1,2,24,2005,3,4,1,1,08,5000,4,766,2321,3
34316229,1,2,11,2,2,2,2,4,6,2,2,36,2006,0,3,1,1,10,12500,4,837,2459,3
34371983,3,2,18,4,3,2,2,1,1,1,2,48,2002,2,7,1,1,04,15000,4,861,2500,2
34379055,1,2,18,4,2,2,2,1,5,1,2,36,2004,1,5,1,1,06,12000,4,694,2101,3
34382831,2,2,18,3,2,2,1,1,4,1,2,48,2005,1,4,1,1,04,10000,4,799,2516,3
34386464,1,3,14,3,2,3,2,1,4,1,2,7,2008,3,1,1,1,08,8571.428571,4,417,1275,3
34412653,2,4,17,4,3,4,2,1,4,1,2,108,2002,2,7,1,1,08,5000,4,457,1325,2
34458437,1,2,18,2,2,2,2,1,4,1,2,36,2004,2,5,1,1,02,2000,4,253,794,4
34469787,1,1,14,1,1,1,2,4,6,2,2,12,2007,0,2,1,1,09,6000,4,265,811,1
34472367,2,2,6,2,2,2,2,1,2,1,2,60,2003,1,6,1,1,10,9000,4,493,1494,1
34495030,1,1,10,1,1,1,2,1,1,1,2,24,2006,0,3,1,1,09,8500,4,446,1349,1
34507009,1,2,17,3,2,2,2,4,6,2,2,12,2007,2,2,1,1,04,27500,4,818,2405,3
34513457,1,1,8,2,2,2,2,4,6,2,2,15,2007,0,2,2,1,10,14000,4,617,1888,1
34514623,2,3,5,4,4,4,2,4,6,2,2,36,2004,2,5,1,4,02,2500,4,378,1144,3
34525263,1,2,18,2,4,2,2,1,2,1,2,24,2006,2,3,1,1,02,11500,4,713,2095,3
34539439,2,2,14,2,2,2,2,2,6,1,2,72,2003,2,6,1,1,02,10000,4,271,815,3
34584046,1,2,18,2,3,2,1,4,6,2,2,9,2008,2,1,1,1,02,14666.66667,4,196,628,1
34598520,3,3,18,4,4,2,2,4,6,2,2,12,2005,2,4,1,1,06,4500,4,112,339,1
34599385,1,2,8,2,2,1,2,1,4,1,2,3,2007,1,2,1,1,07,8000,4,347,1007,1
34599938,1,2,18,2,2,2,2,1,3,1,2,3,2008,2,1,1,1,02,4920,4,554,1609,1
34602137,1,2,18,2,2,2,2,1,5,1,2,11,2007,2,2,1,1,02,26509.09091,4,1525,4458,3
34614055,1,2,18,2,2,2,2,4,6,2,2,12,2006,2,3,1,1,02,9000,4,258,780,1
34615753,1,2,18,4,2,2,2,1,4,1,2,72,2002,1,7,1,1,06,15000,4,583,1930,3
34621129,1,2,18,2,2,2,2,1,2,1,2,6,2007,2,2,1,1,02,18362,4,601,1819,3
34643886,1,2,16,2,3,2,2,4,6,2,2,24,2006,2,3,1,1,02,14000,4,627,1899,1
34676147,1,1,3,1,1,1,2,1,4,1,2,84,2002,0,7,1,1,09,2500,4,639,1854,1
34677630,1,1,8,1,1,1,2,1,2,1,2,26,2007,1,2,1,4,01,5000,4,200,610,1
34692129,1,2,10,2,2,2,2,4,6,2,2,36,2005,2,4,1,1,02,13000,4,329,1053,1
34710920,2,2,17,2,2,2,2,1,2,1,2,12,2007,1,2,1,1,10,40000,4,725,2398,1
34741018,1,2,7,2,4,2,2,2,6,1,2,72,2002,0,7,1,1,10,6000,4,706,2050,4
34750793,1,2,12,2,2,2,2,1,1,1,1,10,2008,2,1,2,3,02,9000,4,158,464,1
34750793,2,2,12,2,2,2,2,1,1,1,1,60,2003,2,6,2,3,02,5000,4,418,1229,1
34753075,2,3,18,5,3,3,2,1,4,1,2,12,2005,2,4,1,1,06,8000,4,674,2228,3
34782785,1,2,12,2,2,2,2,1,5,1,2,36,2006,0,3,1,1,10,2100,4,203,621,1
34835609,1,2,17,5,2,2,2,1,3,1,2,36,2005,1,4,1,1,06,8000,4,1142,3314,3
34838244,1,2,18,2,3,2,2,4,6,2,2,36,2003,2,6,1,1,02,13000,4,612,1853,1
34865718,1,1,8,1,1,1,2,4,6,2,2,18,2007,0,2,1,1,09,700,4,56,170,1
34885435,1,1,5,1,1,1,2,4,6,2,2,10,2007,0,2,1,1,09,9409.2,4,350,1120,1
34913244,1,3,18,4,3,3,2,1,4,1,2,24,2007,2,2,1,1,06,12000,4,432,1255,1
34941005,1,2,6,2,2,2,2,4,6,2,2,24,2007,0,2,1,1,10,275,4,204,624,4
34944677,3,2,10,2,3,2,2,1,1,1,2,24,2005,2,4,1,1,02,2500,4,269,861,1
34954461,2,2,18,2,2,2,1,2,6,1,2,1.25,2006,2,3,1,1,02,19200,4,553,1675,3
34956148,1,3,18,3,2,3,2,1,4,1,2,24,2006,2,3,1,1,08,30000,4,1322,4005,1
34982585,2,2,10,2,3,2,2,4,6,2,2,24,2007,0,2,2,2,10,32000,4,876,2655,1
35012144,1,2,14,4,2,2,2,1,1,1,2,5,2007,2,2,1,1,06,15302.4,4,777,2255,3
35013767,1,2,18,2,3,2,2,2,6,1,1,24,2006,2,3,1,1,02,15000,4,524,1555,1
35067023,2,2,17,2,3,2,2,1,4,1,2,72,2004,2,5,1,1,02,5000,4,680,2000,3
35077107,2,2,9,2,2,2,2,2,6,1,2,48,2005,2,4,1,1,10,15000,4,881,2670,1
35079923,1,1,18,2,3,2,2,1,3,1,2,36,2005,0,4,1,1,10,6000,4,461,1412,1
35081458,1,2,11,2,2,2,2,1,1,1,2,12,2006,1,3,1,1,10,6000,4,500,1516,1
35093246,2,4,17,4,4,4,2,4,6,2,2,72,2003,4,6,1,1,08,12000,4,1562,4535,3
35105448,1,1,18,1,2,1,2,4,6,2,2,26,2004,1,5,1,1,01,5000,4,310,948,1
35108896,2,2,17,3,2,2,2,1,3,1,2,36,2005,2,4,1,1,06,12000,4,1303,3783,4
35119641,1,2,18,2,2,2,2,4,6,2,2,84,2002,0,7,1,1,10,16000,1,718,2487,4
35125727,1,2,17,4,2,2,2,1,5,1,2,60,2004,2,5,2,3,04,15000,4,500,1653,1
35136826,1,2,10,4,2,2,2,4,6,2,2,2,2002,1,7,1,1,04,6000,4,505,1529,1
35151164,3,2,17,2,6,2,2,1,4,1,2,1,2006,0,3,1,1,10,3600,4,847,2594,4
35161501,1,1,3,1,1,1,2,1,4,1,2,48,2003,0,6,1,4,09,12000,4,944,3122,4
35232139,1,2,18,2,2,2,2,1,4,1,2,48,2004,2,5,1,1,02,15000,4,1052,3223,3
35233257,1,1,10,1,1,1,2,2,6,1,2,12,2006,1,3,1,1,01,12500,4,295,856,1
35245157,1,1,12,1,1,1,2,1,1,1,2,24,2006,1,3,1,3,01,15000,4,513,1554,1
35249230,4,3,18,3,5,3,2,4,6,2,2,72,2002,2,7,1,4,08,25000,4,882,2559,4
35264952,2,2,3,2,2,2,2,2,6,1,2,36,2006,1,3,1,1,10,5000,4,154,457,1
35265007,2,2,16,3,2,3,2,1,4,1,2,60,2003,1,6,1,1,10,15000,4,713,2070,3
35276290,1,2,14,2,3,2,2,4,6,2,2,24,2004,1,5,1,1,10,12000,4,1392,4042,3
35310840,1,2,17,2,2,2,2,4,6,2,2,36,2005,2,4,1,1,02,15000,4,1058,3072,1
35321163,1,2,12,4,2,2,2,1,3,1,2,4,2003,2,6,1,1,04,9000,4,113,335,2
35335704,1,2,7,6,1,3,2,1,4,1,2,4,2005,2,4,2,1,04,18000,4,707,2229,1
35351348,1,2,17,3,2,2,2,1,4,1,2,24,2005,2,4,1,1,06,22000,4,558,1710,1
35359317,1,1,8,1,1,1,2,1,3,1,2,12,2007,1,2,2,3,01,12000,4,287,905,1
35476214,1,1,9,1,3,1,2,1,1,1,2,11,2007,0,2,1,1,09,9785.454545,4,445,1349,2
35491552,1,2,18,2,3,2,2,4,6,2,2,1,2008,2,1,1,1,02,12000,4,616,1788,4
35519577,1,1,2,1,1,1,2,1,4,1,2,36,2006,0,3,2,3,01,3000,4,160,463,1
35535643,1,1,6,1,2,1,2,4,6,2,2,6,2008,0,1,1,1,09,5150,4,247,748,1
35537441,1,2,18,3,2,2,2,1,3,1,2,12,2007,2,2,1,2,04,15000,4,696,2107,3
35555959,1,3,16,3,3,2,2,4,6,2,2,36,2006,2,3,1,1,08,28000,4,737,2358,1
35612973,1,2,16,2,3,2,2,1,1,1,2,12,2007,2,2,1,1,02,2500,4,380,1214,4
35617512,1,2,18,4,2,2,2,1,4,1,2,24,2006,2,3,1,1,04,10000,4,363,1071,1
35618751,1,2,12,2,4,2,2,4,6,2,2,48,2005,1,4,1,1,02,12000,4,741,2150,3
35624435,2,2,16,6,3,2,2,1,4,1,2,18,2003,1,6,1,1,04,4500,4,542,1660,1
35625085,1,1,18,1,3,1,2,4,6,2,2,24,2007,1,2,1,1,01,14000,4,275,798,3
35665410,2,2,18,2,2,2,2,1,4,1,2,60,2003,2,6,1,1,02,15000,4,328,1085,1
35669829,1,2,18,2,2,2,2,1,5,1,2,12,2007,1,2,1,1,02,4032,4,209,638,1
35676005,1,3,11,3,3,3,2,1,4,1,2,60,2003,2,6,1,1,02,23000,4,558,1708,1
35696236,1,1,14,2,1,2,2,1,4,1,2,30,2006,0,3,1,1,10,10000,4,706,2336,1
35734129,1,2,18,6,2,2,2,4,6,2,2,24,2004,1,5,1,1,06,18000,4,1052,3092,2
35747512,1,1,10,2,1,2,2,2,6,1,2,48,2004,1,5,1,1,10,18000,4,355,1136,1
35758246,1,1,4,1,1,1,2,2,6,1,2,7,2008,0,1,1,1,09,5142.857143,4,198,575,1
35759225,1,2,16,5,3,2,2,2,6,1,2,24,2007,3,2,1,1,06,17000,4,474,1394,1
35764078,1,2,6,2,2,2,2,1,1,1,2,6,2008,0,1,1,1,10,17816,4,641,1861,4
35771919,1,2,18,2,3,2,2,2,6,1,2,48,2004,0,5,1,1,10,3000,4,53,162,1
35796378,1,2,12,2,1,2,2,1,4,1,2,0.5,2007,0,2,1,2,10,12000,4,733,2221,3
35830151,2,2,18,2,2,2,2,1,5,1,2,60,2003,1,6,2,2,10,4000,4,185,592,1
35832306,1,1,9,1,1,1,2,4,6,2,2,48,2003,1,6,1,1,01,24000,4,1000,3198,3
35845249,2,2,9,5,2,2,2,4,6,2,2,36,2005,2,4,2,4,04,15000,4,1365,3963,3
35846086,1,1,12,1,1,1,2,1,1,1,2,24,2006,0,3,1,1,09,1500,4,182,580,1
35852135,1,2,12,2,3,2,2,1,1,1,2,6,2009,0,1,1,1,10,21772,4,359,1048,1
35852135,3,2,12,2,3,2,2,1,1,1,2,72,2004,0,5,1,1,10,4000,4,305,890,4
35878685,2,3,18,3,4,3,2,1,4,1,2,9,2006,0,3,1,1,10,13333.33333,4,650,2150,3
35880165,1,2,5,3,3,3,2,1,5,1,2,6,2008,0,1,1,1,10,11850,4,291,964,1
35884248,2,2,18,2,3,2,2,4,6,2,2,48,2004,0,5,1,1,10,8000,4,894,2793,4
35895990,1,2,18,5,2,2,2,4,6,2,2,24,2005,2,4,1,1,04,78417,4,2619,7884,3
35904744,1,2,10,2,3,2,2,4,6,2,2,20,2008,2,1,1,1,02,7500,4,464,1357,3
35913791,1,2,10,2,4,2,2,1,3,1,2,48,2005,0,4,1,1,10,4000,4,736,2230,4
35925897,1,2,18,5,2,2,2,1,2,1,2,60,2005,2,4,1,1,06,10000,4,870,2880,3
35941301,1,3,18,3,3,3,2,1,4,1,2,48,2006,3,3,1,1,02,14000,4,662,1922,4
35959418,1,2,8,2,2,2,2,1,4,1,2,2,2007,1,2,1,1,10,2400,4,494,1435,1
36073656,1,2,18,2,3,2,2,1,4,1,2,8,2008,1,1,1,1,10,11250,4,759,2512,3
36083338,3,4,18,5,4,3,2,1,4,1,2,72,2002,2,7,1,1,06,20000,1,1073,3886,4
36098668,1,1,5,1,1,1,2,1,1,1,2,12,2006,1,3,1,4,01,4000,4,235,718,1
36106871,2,3,17,4,3,3,2,1,1,1,2,72,2002,3,7,1,1,04,12500,4,644,1951,1
36110757,1,2,18,2,1,2,2,1,1,1,2,60,2003,2,6,2,1,02,10000,4,246,813,1
36130700,1,2,2,2,1,2,2,1,4,1,2,18,2003,0,6,2,3,02,4000,4,286,830,1
36142057,2,2,17,2,2,2,2,4,6,2,2,11,2008,0,1,1,1,10,3163.636364,4,771,2334,1
36160501,1,2,17,4,2,2,2,4,6,2,2,12,2007,2,2,1,1,04,13000,4,1078,3265,4
36225558,2,3,18,4,3,2,2,1,1,1,2,72,2003,3,6,1,1,06,15000,4,423,1244,1
36255050,1,2,17,4,3,2,2,4,6,2,2,1,2008,2,1,1,1,04,19200,4,696,2227,3
36275094,1,2,10,2,3,2,2,1,4,1,2,4,2005,1,4,1,3,10,6000,4,302,874,3
36286791,1,1,3,1,1,1,2,2,6,1,2,48,2005,0,4,2,2,09,8000,4,905,2628,3
36291188,1,2,13,4,2,2,2,2,6,1,2,4,2008,2,1,2,1,06,10500,4,363,1110,1
36301153,1,4,18,4,4,4,2,1,1,1,2,24,2006,1,3,1,1,10,10000,4,352,1162,3
36303867,1,2,18,2,5,2,2,2,6,1,2,24,2006,0,3,1,1,02,15000,4,836,2425,3
36304444,1,2,10,3,2,3,2,1,5,1,2,12,2006,1,3,1,1,10,25000,4,657,2174,1
36318638,1,1,8,2,1,2,2,1,4,1,2,72,2002,0,7,1,1,10,12000,4,275,796,4
36363085,1,2,14,2,4,2,2,1,3,1,2,1,2009,0,1,1,1,10,3000,4,156,477,1
36363085,2,2,14,2,4,2,2,1,3,1,2,4,2007,0,2,1,1,10,7200,4,1101,3372,1
36390090,1,3,18,4,3,3,2,1,2,1,2,24,2004,3,5,1,1,06,10000,4,1003,3072,3
36391734,2,3,18,4,5,3,2,4,6,2,2,60,2003,2,6,1,1,08,18000,4,1109,3549,3
36418800,3,3,18,4,3,2,2,1,1,1,2,72,2003,2,6,1,1,06,12000,4,938,2724,3
36454929,1,2,4,2,2,2,2,4,6,2,2,36,2002,0,7,1,1,10,800,4,340,987,1
36488184,2,3,18,4,3,3,2,1,4,1,2,18,2007,1,2,1,1,06,5000,4,160,462,1
36505308,1,2,3,2,1,2,2,2,6,1,2,12,2003,0,6,1,1,10,10000,4,356,1178,1
36508251,1,2,18,2,2,2,2,1,5,1,2,72,2003,2,6,1,1,02,13000,4,652,2156,1
36535725,1,3,17,3,2,2,2,1,3,1,2,12,2006,2,3,1,1,08,21000,4,819,2618,1
36547522,1,3,17,3,3,3,2,1,4,1,2,36,2005,2,4,1,1,02,8000,4,218,668,3
36586398,1,2,3,2,3,2,2,1,1,1,2,36,2005,1,4,1,1,10,15000,4,833,2525,1
36620452,1,2,18,2,2,2,2,4,6,2,2,60,2004,0,5,1,1,10,18000,4,927,2724,1
36692815,1,2,8,2,3,2,2,4,6,2,2,48,2004,2,5,1,1,10,30000,4,1077,3263,1
36699346,1,2,14,3,2,2,2,4,6,2,2,48,2005,1,4,1,1,04,12000,4,691,2030,1
36701605,2,2,10,2,3,2,2,4,6,2,2,36,2003,1,6,1,1,02,8000,4,464,1356,4
36702303,1,2,11,2,4,2,2,4,6,2,2,36,2004,2,5,1,1,02,12000,4,307,929,1
36745841,1,2,18,2,3,2,2,4,6,2,2,48,2004,2,5,1,1,02,12000,4,995,2925,4
36751169,1,2,12,6,2,2,2,1,4,1,2,36,2005,2,4,1,1,04,11000,4,612,1853,2
36779622,1,3,5,3,3,3,2,4,6,2,2,60,2004,3,5,1,1,02,20000,4,656,1988,1
36837933,1,2,17,2,2,2,2,1,4,1,2,9,2007,1,2,2,3,02,11248,4,487,1610,4
36840522,1,3,18,3,3,2,2,4,6,2,2,0.5,2008,2,1,1,1,08,30240,4,1116,3571,1
36851939,1,2,3,3,1,2,2,2,6,1,2,48,2004,0,5,1,1,06,600,4,255,780,1
36888841,1,2,8,2,2,2,2,1,2,1,2,6,2008,0,1,1,1,10,12600,4,625,2000,3
36930133,1,1,8,1,1,1,2,4,6,2,2,24,2006,0,3,1,1,01,2500,4,207,625,1
36932669,1,2,6,2,3,2,2,4,6,2,2,10,2006,0,3,1,1,10,7200,4,334,1011,3
36944895,1,1,18,2,2,2,2,1,3,1,2,24,2006,0,3,1,1,10,10000,4,473,1565,1
36949087,1,2,13,4,2,2,2,2,6,1,2,8,2007,1,2,2,1,06,15000,4,531,1700,1
36950065,1,2,17,2,2,2,2,4,6,2,2,60,2003,0,6,1,1,10,15000,4,444,1343,2
36982486,4,2,14,3,3,2,2,2,6,1,2,18,2003,1,6,1,1,06,17000,4,789,2525,4
